project_url,repo_group_url
https://devpost.com/software/skybreak,https://github.com/imperialbeasts-oxfordhack16
https://devpost.com/software/bus-stop-boredom-buster,https://github.com/internet-of-bus-stops
https://devpost.com/software/suju,https://github.com/suju16
https://devpost.com/software/marvelos,https://github.com/marvelos
https://devpost.com/software/092-instagram-intelligence,https://github.com/ig-intelligence
https://devpost.com/software/blind-location-helper,https://github.com/harshs07
https://devpost.com/software/teender,https://github.com/teender
https://devpost.com/software/benana-chain,https://github.com/uncommonbenana
https://devpost.com/software/crisis-guard-s8wn2i,https://github.com/hack-wpi
https://devpost.com/software/the-gift-of-food,https://github.com/donumvictus
https://devpost.com/software/cardinal-4w5vlu,https://github.com/cardinal-hacked2017
https://devpost.com/software/tech-miners,https://github.com/tech-miners
https://devpost.com/software/piper-project,https://github.com/piperproject
https://devpost.com/software/arabica,https://github.com/arabicacapitalone
https://devpost.com/software/funishment,https://github.com/ryan9lim
https://devpost.com/software/odinvr,http://github.com/odinvr
https://devpost.com/software/precedented,https://github.com/precedented
https://devpost.com/software/mach-one-transmitting-data-by-sound,https://github.com/helluva
https://devpost.com/software/shop-right,https://github.com/pennapps-xv
https://devpost.com/software/mycloset-io,https://l.facebook.com/l.php?u=https%3a%2f%2fgithub.com%2ftoluolubode%2fmchacks17%2finvitations&h=atormanorxrvrs3w-z4yzwis9awrdna5xb_aexeptjatxupm4ubjhl2mcho1hi7yqpsrxzcr3psq7cufjvuzpzsscpoumww2vcjxpyhfbrgzfzy0f9vll6_zg0gaal0osbssta6pg2s
https://devpost.com/software/sockscode,https://github.com/sockscode
https://devpost.com/software/auxilium-1et0ri,https://github.com/auxilium-health
https://devpost.com/software/glucagon,http://github.com/losaltos2k17
https://devpost.com/software/triggerbot-pfj2t0,https://github.com/ratemyoffense
https://devpost.com/software/giftbucket,https://github.com/giftbucket
https://devpost.com/software/itriplem,https://github.com/itripplem
https://devpost.com/software/ricyclr,https://github.com/ricycir
https://devpost.com/software/cointk,https://github.com/cointk
https://devpost.com/software/on-the-street,https://github.com/hackupcideas
https://devpost.com/software/soothe-5f4knb,https://github.com/getsoothe
https://devpost.com/software/alerte-blanche,https://github.com/hackqc2017-boltteam
https://devpost.com/software/four-year-degree,https://github.com/intervol
https://devpost.com/software/smartkart,https://github.com/smartkart
https://devpost.com/software/lifeband-268owm,https://github.com/nwhacks2017
https://devpost.com/software/reassurance,https://github.com/mhack9-magic-af
https://devpost.com/software/tidbit,https://github.com/tidbit-tech
https://devpost.com/software/plutus,http://github.com/plutusapp
https://devpost.com/software/lnlyppl,https://github.com/lnlyppl
https://devpost.com/software/cryptodesk,http://github.com/cryptodesk
https://devpost.com/software/alexamd-9u6eop,https://github.com/alexa-md
https://devpost.com/software/beat-rap,https://github.com/rapapi
https://devpost.com/software/bike-hack,https://github.com/bikehack2017
https://devpost.com/software/sales-pause,https://github.com/salespause
https://devpost.com/software/talk4me-hamoj5,https://github.com/talk4me
https://devpost.com/software/viewfainder,https://github.com/7hack-vod-commerce
https://devpost.com/software/need-hou,https://github.com/thegoodhoustonians
https://devpost.com/software/happybike,https://github.com/happybike
https://devpost.com/software/patientinformationsoftwaresystem,https://github.com/teampiss
https://devpost.com/software/freightchain-h2g97k,https://github.com/freightchain
https://devpost.com/software/smartbookshelf-ugrbj7,https://github.com/intelhackssmartbookshelf
https://devpost.com/software/launch-and-telemetry-integrated-system-latis,https://gitlab.com/rocket_launcher
https://devpost.com/software/woof-bazg91,https://github.com/woofie
https://devpost.com/software/seatme,https://github.com/unihack2017
https://devpost.com/software/sound-face,https://l.facebook.com/l.php?u=https%3a%2f%2fgithub.com%2fsudhirmandarapu%2fsound-face&h=atppmvkav8zmx_jqsmqobxjztnuqgitgdtb_qfjcxeqo4vn0kedcypsyqat_yh_8iynpomofexds-zwcx5l9ztk1at-k8k_hiaxfcznjrubno98lcbp768jrcu80vxqkwqaj-p8sgtkjua
https://devpost.com/software/u-dream,https://github.com/silviakim16
https://devpost.com/software/defeat-algebra,https://github.com/yohana19
https://devpost.com/software/thehub,https://github.com/hackathonusp
https://devpost.com/software/dormanda,https://github.com/bigredhacks2017studentcollab
https://devpost.com/software/quick-note,https://github.com/quick-note
https://devpost.com/software/pillpop-qdx1iu,https://github.com/poppybobo
https://devpost.com/software/narc,https://github.com/uiuc-rockstars
https://devpost.com/software/resq-6t1g7e,https://github.com/resq-hackmit
https://devpost.com/software/half-pineapple,https://github.com/hackthenorth2017
https://devpost.com/software/real-jkcwt,https://github.com/jkcwt
https://devpost.com/software/horsethereum-0jwhrt,https://github.com/horsethereum
https://devpost.com/software/exo-4dhu53,https://github.com/teamcodonhtn
https://devpost.com/software/loc8r,https://github.com/loc8r
https://devpost.com/software/ai-trading,https://github.com/angpao
https://devpost.com/software/radar-10rz38,https://github.com/scrumptious-app
https://devpost.com/software/requip,https://github.com/requip
https://devpost.com/software/rede,https://github.com/rede-calhacks4
https://devpost.com/software/autocad-not-to-be-confused-with-autocad,https://github.com/i-do-code
https://devpost.com/software/mavscript,https://github.com/mavscript
https://devpost.com/software/datapool,https://github.com/data-pool
https://devpost.com/software/smart-seat-allocation-50l2ma,https://github.com/hackv7
https://devpost.com/software/allergy-scan-osb9ye,https://github.com/madhacks-66
https://devpost.com/software/alertify-ikl1oh,https://github.com/procoders-zoohackathon
https://devpost.com/software/cryptopill,https://github.com/cryptopill
https://devpost.com/software/sudochef-roj65b,https://github.com/
https://devpost.com/software/fluence-ai,https://github.com/fluencelabs
https://devpost.com/software/dotgames,https://github.com/officialdotgames
https://devpost.com/software/smartneighborhood,https://github.com/smartneighborhood
https://devpost.com/software/whiteboard-ocr,https://github.com/unicode-hackupc
https://devpost.com/software/binarystock-27lrqi,https://github.com/110010100notfound
https://devpost.com/software/traec,https://github.com/jobtracking-hacknyf2017
https://devpost.com/software/crime-me-a-river,https://github.com/hackupccrew
https://devpost.com/software/thescbarcelonaproject,https://github.com/losmasmis
https://devpost.com/software/parking-made-easy,https://github.com/hackgtprovectus
https://devpost.com/software/recover-now,https://github.com/recover-now
https://devpost.com/software/gradient-9agutc,https://github.com/droptablecompetition
https://devpost.com/software/catalyz-pvj6d3,https://github.com/catalyzapp
https://devpost.com/software/your-pacifier,https://github.com/rotaplusplus
https://devpost.com/software/unity-3d-survival-shooter,https://gist.github.com/jonathanyin?page=1
https://devpost.com/software/banking-with-alexa-u52lho,https://github.com/hackncprovectus
https://devpost.com/software/pelycan,https://github.com/hackae
https://devpost.com/software/clueless-closet,https://github.com/cluelesscloset
https://devpost.com/software/cssos,https://github.com/jocoso
https://devpost.com/software/280canvas,https://github.com/280canvas
https://devpost.com/software/itsmorphingtime,https://github.com/itsmorphingtime
https://devpost.com/software/shift-3cikpj,https://github.com/shift-rides
https://devpost.com/software/clickbait-killer,https://github.com/clickbaitkiller
https://devpost.com/software/connected-factory-workers,https://github.com/awsiotdemo
https://devpost.com/software/circle-ofbm9i,https://github.com/kglcircleapp
https://devpost.com/software/deliverai-k8ruv4,https://github.com/deliverai
https://devpost.com/software/party-litmus,https://github.com/litmus-yhack
https://devpost.com/software/cauldron,https://github.com/cauldron-browser
https://devpost.com/software/marco-3qymso,https://github.com/sguysc
https://devpost.com/software/1010ts,https://github.com/1010ts
https://devpost.com/software/susi-ai-truck-assistant,https://github.com/truck-assistant
https://devpost.com/software/freshsupply-01wzjy,https://github.com/freshsupply
https://devpost.com/software/truckchain,https://github.com/truckchain
