Hackathon_Url,Topic_X_count,num_submission,popular,Topic_X_proportion
https://code-one-omaha-4258.devpost.com/,3,13.0,No,0.2308
https://blairhacks-2.devpost.com/,2,10.0,No,0.2000
https://phoenixhacks2020.devpost.com/,2,13.0,No,0.1538
https://htmchallenge.devpost.com/,2,14.0,No,0.1429
https://utscryersonlocalhackday.devpost.com/,2,14.0,No,0.1429
https://yackathon16.devpost.com/,1,15.0,No,0.0667
https://schacks.devpost.com/,3,12.0,No,0.2500
https://brh-sp2017.devpost.com/,1,10.0,No,0.1000
https://hack-iot-2018.devpost.com/,3,11.0,No,0.2727
https://zihack9.devpost.com/,4,12.0,No,0.3333
https://smartbarhackathon.devpost.com/,1,12.0,No,0.0833
https://expeditionhacksrocketcity2017.devpost.com/,4,12.0,No,0.3333
https://megahack-cluj.devpost.com/,3,11.0,No,0.2727
https://hackcincy17.devpost.com/,3,11.0,No,0.2727
https://cryptochicks2019bahamas.devpost.com/,2,11.0,No,0.1818
https://cicodecamp.devpost.com/,4,15.0,No,0.2667
https://open-hack-nice-france-2017.devpost.com/,2,11.0,No,0.1818
https://hackittogether-4437.devpost.com/,2,12.0,No,0.1667
https://utsclhd.devpost.com/,2,13.0,No,0.1538
https://ramhacks.devpost.com/,3,15.0,No,0.2000
https://ichealthhack18.devpost.com/,2,11.0,No,0.1818
https://glasshacks-2016.devpost.com/,1,10.0,No,0.1000
https://rs-hackathon-2019.devpost.com/,3,13.0,No,0.2308
https://whack17.devpost.com/,2,13.0,No,0.1538
https://hack-brunel.devpost.com/,3,10.0,No,0.3000
https://waterenergy.devpost.com/,1,13.0,No,0.0769
https://botathon1.devpost.com/,5,12.0,No,0.4167
https://dw-codecamp.devpost.com/,2,14.0,No,0.1429
https://battleofthehacksv20.devpost.com/,2,12.0,No,0.1667
https://local-hack-day-uoit.devpost.com/,4,13.0,No,0.3077
https://docusign2018.devpost.com/,3,13.0,No,0.2308
https://inventyu2017.devpost.com/,1,13.0,No,0.0769
https://cifordham.devpost.com/,2,10.0,No,0.2000
https://hackdee-2015.devpost.com/,2,10.0,No,0.2000
https://hackneu2017.devpost.com/,1,12.0,No,0.0833
https://wwh2018.devpost.com/,5,11.0,No,0.4545
https://hackital-smart-cities.devpost.com/,3,14.0,No,0.2143
https://cicodecampmicrosoft.devpost.com/,2,12.0,No,0.1667
https://md5hack-apr18.devpost.com/,3,15.0,No,0.2000
https://unihack2017syd.devpost.com/,3,15.0,No,0.2000
https://hackmyride2.devpost.com/,1,12.0,No,0.0833
https://jayhacks-2017.devpost.com/,1,14.0,No,0.0714
https://polyhacks2019.devpost.com/,2,10.0,No,0.2000
https://sharkhack.devpost.com/,2,10.0,No,0.2000
https://neurahack.devpost.com/,1,11.0,No,0.0909
https://docusign2017.devpost.com/,3,10.0,No,0.3000
https://discover-blockchain-codeathon.devpost.com/,1,10.0,No,0.1000
https://codestellation-2016.devpost.com/,4,15.0,No,0.2667
https://hackhsn.devpost.com/,5,14.0,No,0.3571
https://hackysu2015.devpost.com/,4,11.0,No,0.3636
https://hack-upstate-xii.devpost.com/,1,12.0,No,0.0833
https://firebird-hacks-5741.devpost.com/,1,12.0,No,0.0833
https://pivotpoint16.devpost.com/,2,10.0,No,0.2000
https://vikehacks.devpost.com/,4,10.0,No,0.4000
https://btnghackathon2019.devpost.com/,1,14.0,No,0.0714
https://a4s2015.devpost.com/,4,13.0,No,0.3077
https://hack101.devpost.com/,1,12.0,No,0.0833
https://hackthetrico2017.devpost.com/,4,13.0,No,0.3077
https://tribehackathon.devpost.com/,1,14.0,No,0.0714
https://7hack2017.devpost.com/,2,15.0,No,0.1333
https://inno-hacks-2016.devpost.com/,3,13.0,No,0.2308
